31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-78.0,-79.0,-79.0,-80.0,-78.0,-78.0,-80.0,-80.0,-75.0,-78.0,-75.0,-76.0,-74.0,-77.0,-75.0,-79.0,-73.0,-79.0,-64.0,-76.0,-77.0,-72.0,-61.0,-66.0,-66.0,-75.0,-55.0,-57.0,-73.0,-63.0,-66.0,-56.0,-64.0,-68.0,-51.0,-79.0,-60.0,-77.0,-69.0,-63.0,-71.0,-71.0,-72.0,-73.0,-77.0
-80.0,-79.0,,-79.0,-77.0,,,-80.0,,-80.0,-79.0,-77.0,-78.0,-79.0,-80.0,-78.0,-72.0,-80.0,-79.0,-73.0,-71.0,-76.0,-69.0,-73.0,-65.0,-63.0,-67.0,-62.0,-71.0,-69.0,-54.0,-68.0,-63.0,-69.0,-74.0,-69.0,-52.0,-72.0,-62.0,-67.0,-64.0,-68.0,-72.0,-72.0,-72.0
-79.0,-80.0,,-79.0,-78.0,,,,,-78.0,-77.0,-79.0,-80.0,-79.0,-80.0,-79.0,-68.0,-64.0,-80.0,-79.0,-74.0,-72.0,-74.0,-72.0,-62.0,-64.0,-64.0,-71.0,-61.0,-53.0,-58.0,-68.0,-67.0,-66.0,-67.0,-70.0,-52.0,-59.0,-71.0,-65.0,-66.0,-68.0,-64.0,-77.0,-77.0
,,,-79.0,-78.0,,,,,-79.0,-78.0,-79.0,-80.0,-74.0,-75.0,-76.0,-78.0,-70.0,-66.0,-80.0,-71.0,-75.0,-76.0,-63.0,-69.0,-75.0,-67.0,-64.0,-74.0,-73.0,-62.0,-60.0,-68.0,-62.0,-65.0,-65.0,-58.0,-67.0,-76.0,-65.0,-66.0,-74.0,-73.0,-79.0,-71.0
,,,,,,,,,-80.0,,,-79.0,,-80.0,-80.0,-78.0,-65.0,-74.0,-79.0,-70.0,-65.0,-79.0,-77.0,-71.0,-65.0,-66.0,-66.0,-69.0,-54.0,-57.0,-57.0,-52.0,-71.0,-58.0,-61.0,-61.0,-74.0,-63.0,-69.0,-78.0,-80.0,-67.0,-78.0,-78.0
,,,,,,,,,-76.0,,,-80.0,,-78.0,-76.0,-74.0,-77.0,-80.0,-69.0,-71.0,-58.0,-71.0,-72.0,-80.0,-73.0,-60.0,-62.0,-61.0,-66.0,-59.0,-69.0,-59.0,-64.0,-64.0,-63.0,-78.0,-65.0,-68.0,-72.0,-68.0,-66.0,-75.0,-73.0,-75.0
,,,,,,,,,-78.0,,,-80.0,,-79.0,-77.0,-78.0,-77.0,-76.0,-72.0,-79.0,-70.0,-79.0,-69.0,-77.0,-72.0,-71.0,-64.0,-68.0,-69.0,-57.0,-64.0,-69.0,-72.0,-69.0,-67.0,-69.0,-66.0,-61.0,-72.0,-66.0,-74.0,-64.0,-71.0,-76.0
,,,,,,,,,,,,-79.0,,-77.0,-76.0,-71.0,-72.0,-67.0,-77.0,-63.0,-69.0,-74.0,-73.0,-79.0,-67.0,-60.0,-60.0,-67.0,-62.0,-61.0,-58.0,-63.0,-69.0,-63.0,-62.0,-70.0,-73.0,-62.0,-71.0,-69.0,-76.0,-65.0,-67.0,-75.0
,,,,,,,,,,,,,,-75.0,-73.0,-80.0,,-76.0,-62.0,-77.0,-66.0,-78.0,-72.0,-75.0,-69.0,-71.0,-62.0,-59.0,-64.0,-61.0,-69.0,-50.0,-62.0,-66.0,-68.0,-59.0,-79.0,-67.0,-61.0,-71.0,-75.0,-64.0,-71.0,-73.0
,,,,,,,,,,,,,,,,,,-77.0,-66.0,-63.0,-69.0,-74.0,-71.0,-68.0,-65.0,-67.0,-59.0,-70.0,-62.0,-56.0,-57.0,-62.0,-54.0,-73.0,-67.0,-61.0,-72.0,-80.0,-77.0,-73.0,-68.0,-67.0,-70.0,-77.0
,,,,,,,,,,,,,,,,,,-76.0,-69.0,-66.0,-65.0,-71.0,-74.0,-67.0,-69.0,-66.0,-57.0,-62.0,-51.0,-67.0,-56.0,-64.0,-73.0,-70.0,-71.0,-58.0,-67.0,-65.0,-74.0,-78.0,-75.0,-64.0,-67.0,-73.0
,,,,,,,,,,,,,,,,,,-80.0,-76.0,-63.0,-76.0,-71.0,-70.0,-75.0,-60.0,-64.0,-62.0,-56.0,-67.0,,-58.0,-54.0,-74.0,,-65.0,-69.0,-77.0,,-66.0,-78.0,,-78.0,-68.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,-62.0,,,,-64.0,,,,-75.0,,,-73.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,,,,,,,,,
